image,caption
data/images/3084034954_fe5737197d.jpg,A man in a white suit is standing with two women .
data/images/3084034954_fe5737197d.jpg,A man stands in the middle of two woman dressed in brightly colored costumes .
data/images/3084034954_fe5737197d.jpg,A white suited man stands between two showgirls in a casino foyer .
data/images/3084034954_fe5737197d.jpg,Two women in very colorful costumes stand next to a man dressed in all white .
data/images/3084149186_4bc08b0752.jpg,A climber hangs from a rock face while another watches .
data/images/3084149186_4bc08b0752.jpg,a free climber is hanging from a rock whilst being watched by a man in a green t-shirt .
data/images/3084149186_4bc08b0752.jpg,A man is holding onto the underside of an outcropping while rock climbing .
data/images/3084149186_4bc08b0752.jpg,A young man climbs the bottom surface of a rock .
data/images/3084149186_4bc08b0752.jpg,The man wearing a brown shirt clings to a rock .
data/images/3084380974_268a0f9236.jpg,a lone surfer diving into a large wave
data/images/3084380974_268a0f9236.jpg,A man in a wetsuit is surfing on blue water .
data/images/3084380974_268a0f9236.jpg,A man on surfboard dives over a large wave .
data/images/3084380974_268a0f9236.jpg,A surfer in a full body wetsuit in the ocean with a white surfboard .
data/images/3084380974_268a0f9236.jpg,A surfer in a wetsuit crests a wave .
data/images/3084711346_fda0f5a3e6.jpg,A man in a red helmet holds a bullhorn .
data/images/3084711346_fda0f5a3e6.jpg,A man next to a woman holding a megaphone .
data/images/3084711346_fda0f5a3e6.jpg,A person holds a blow horn while wearing a helmet .
data/images/3084711346_fda0f5a3e6.jpg,"Two men are wearing helmets , while one of them holds a bullhorn ."
data/images/3084711346_fda0f5a3e6.jpg,"Two people wearing handkerchiefs over their faces , one with a blow horn"
data/images/3084731832_8e518e320d.jpg,a dog stands in the white snow .
data/images/3084731832_8e518e320d.jpg,a tan dog walking around in the snow
data/images/3084731832_8e518e320d.jpg,A white dog runs by pine trees in the snow .
data/images/3084731832_8e518e320d.jpg,The dog is in the snow in front of some trees .
data/images/3084731832_8e518e320d.jpg,The white dog trotted in the snow .
data/images/308487515_7852928f90.jpg,A bird eating .
data/images/308487515_7852928f90.jpg,"A small , pale bird bends down to examine a crumb ."
data/images/308487515_7852928f90.jpg,A small white bird looks at a small object .
data/images/308487515_7852928f90.jpg,A tan bird stands on a ledge about to eat something .
data/images/308487515_7852928f90.jpg,The bird leans over to a small piece of food .
data/images/3085226474_62aba51179.jpg,A group of women are performing onstage .
data/images/3085226474_62aba51179.jpg,People in a dance
data/images/3085226474_62aba51179.jpg,Some women in white perform on a stage .
data/images/3085226474_62aba51179.jpg,Women participate in a skit onstage .
data/images/3085226474_62aba51179.jpg,Women who look alike are performing on a stage .
data/images/3085357792_efcf297c71.jpg,A man in a blue shirt passes under the Samsung arch .
data/images/3085357792_efcf297c71.jpg,A man in a blue shirt runs under a blue road marker in a race .
data/images/3085357792_efcf297c71.jpg,A runner in a blue shirt and blue shorts participates in a race .
data/images/3085357792_efcf297c71.jpg,A runner jogging on a city street past a SAMSUNG advertisement banner .
data/images/3085357792_efcf297c71.jpg,Man running down a street in a marathon .
data/images/3085667767_66041b202e.jpg,A surfer does a flip on a wave .
data/images/3085667767_66041b202e.jpg,A surfer is 90 degrees to the water
data/images/3085667767_66041b202e.jpg,A surfer is flipping up in the air on a surfboard .
data/images/3085667767_66041b202e.jpg,a surfer jumps out of the water .
data/images/3085667767_66041b202e.jpg,The surfer does a flip off of a wave .
data/images/3085667865_fa001816be.jpg,a lone surfboarder jumping a wave on a white surfboard .
data/images/3085667865_fa001816be.jpg,A man flies into the air with his surfboard .
data/images/3085667865_fa001816be.jpg,A person in a wetsuit is in midair while surfing .
data/images/3085667865_fa001816be.jpg,A surfer is in the air above the ocean .
data/images/3085667865_fa001816be.jpg,A surfer performs a trick .
data/images/3085973779_29f44fbdaa.jpg,A blond hair boy holding a toy airplane is in front of what looks like a colorful toy monster .
data/images/3085973779_29f44fbdaa.jpg,A boy standing in front of a multi-colored statue .
data/images/3085973779_29f44fbdaa.jpg,A child admires an exhibit or store window .
data/images/3085973779_29f44fbdaa.jpg,A child near a blue stage with a colorful creature on it .
data/images/3085973779_29f44fbdaa.jpg,Boy wearing a gray sweatshirt playing with a toy airplane .
data/images/3086507638_d8a2cd0ac3.jpg,The dogs are running in the water .
data/images/3086507638_d8a2cd0ac3.jpg,Three dogs are running through the water .
data/images/3086507638_d8a2cd0ac3.jpg,Three dogs running in the water .
data/images/3086507638_d8a2cd0ac3.jpg,Three dogs run through shallow water .
data/images/3086507638_d8a2cd0ac3.jpg,"Three dogs , two brown and one black , run in the surf ."
data/images/3086523890_fd9394af8b.jpg,A big brown dog plays with a small white dog near a ball .
data/images/3086523890_fd9394af8b.jpg,A brown dog is jumping on top of a smaller white dog and there is a colorful ball on the floor .
data/images/3086523890_fd9394af8b.jpg,A large brown and a small white dog play indoors on a carpet .
data/images/3086523890_fd9394af8b.jpg,The fat brown dog is standing over the little white dog .
data/images/3086523890_fd9394af8b.jpg,two dogs play together .
data/images/3086526292_f799d237c7.jpg,There are three people in jeans and shirts standing outside with spray cans .
data/images/3086526292_f799d237c7.jpg,Three children 's legs are shown as they stand near a mess of silly string .
data/images/3086526292_f799d237c7.jpg,Three kids play with silly string .
data/images/3086526292_f799d237c7.jpg,"Three people standing near a door , with silly string cans ."
data/images/3086526292_f799d237c7.jpg,You can see the bottom halves of three boys standing on a sidewalk with silly string sprayed everywhere
data/images/3086790344_9487c58624.jpg,A girl in a bikini swimming in a body of water .
data/images/3086790344_9487c58624.jpg,A girl swims in the blue-green waters .
data/images/3086790344_9487c58624.jpg,A tan girl in a floral bikini is swimming in dark blue waters .
data/images/3086790344_9487c58624.jpg,The girl is swimming in sparkling greenish blue water .
data/images/3086790344_9487c58624.jpg,The girl is swimming is a blue-green ocean .
data/images/3086810882_94036f4475.jpg,A dog runs across a barren ground casting a large shadow .
data/images/3086810882_94036f4475.jpg,a small dog jumping along the sand
data/images/3086810882_94036f4475.jpg,A small white dog runs across the sand .
data/images/3086810882_94036f4475.jpg,"Brown and white dog runs towards camera , casting long shadow on dirt ."
data/images/3086810882_94036f4475.jpg,Dog running across sand .
data/images/3087095548_6df7c2a8ed.jpg,many people look over the side of a bridge .
data/images/3087095548_6df7c2a8ed.jpg,Many people standing on a bridge over murky water .
data/images/3087095548_6df7c2a8ed.jpg,Many people stand on an overpass looking over .
data/images/3087095548_6df7c2a8ed.jpg,People are watching as a blue car is hanging over a bridge that crosses a river .
data/images/3087095548_6df7c2a8ed.jpg,Several people are leaning over the side of a bridge looking down into the water .
data/images/3087485737_cb09bc80b6.jpg,A man in blue shorts stands on a surfboard in shallow water .
data/images/3087485737_cb09bc80b6.jpg,"A man on a beach , with his foot on a boogie board ."
data/images/3087485737_cb09bc80b6.jpg,A man standing on the shore .
data/images/3087485737_cb09bc80b6.jpg,A man wearing a blue bathing suit stands on a red surfboard at the beach .
data/images/3087485737_cb09bc80b6.jpg,A young man with a Mohawk style haircut and surfer shorts stands on a boogie board at the beach .
data/images/3088074124_481139dc92.jpg,a group of Indian people talking to each other
data/images/3088074124_481139dc92.jpg,an indian man in a white costume is talking to three women in colorful saris .
data/images/3088074124_481139dc92.jpg,A scene at an Indian wedding .
data/images/3088074124_481139dc92.jpg,Several people dressed in Indian clothing are talking to each other .
data/images/3088074124_481139dc92.jpg,The indian couple mingle at the party .
data/images/3088322308_b0c940b3a3.jpg,A group of people at a distance on a beach .
data/images/3088322308_b0c940b3a3.jpg,"A man , woman , and two girls walk on the beach barefoot ."
data/images/3088322308_b0c940b3a3.jpg,Four people are walking on a beach .
data/images/3088322308_b0c940b3a3.jpg,People walking in the water along the beach .
data/images/3088322308_b0c940b3a3.jpg,This family is walking on the beach .
data/images/3088399255_1bd9a6aa04.jpg,Athletes on numbered horses congregate in a field .
data/images/3088399255_1bd9a6aa04.jpg,Horses being ridden over green grass and jumping an obstacle .
data/images/3088399255_1bd9a6aa04.jpg,Horses jumping a hurdle in a race .
data/images/3088399255_1bd9a6aa04.jpg,Jockeys are racing their horses on the green field .
data/images/3088399255_1bd9a6aa04.jpg,Seven jockeys riding horses in a race .
data/images/3088572348_264c47f78c.jpg,A man in dark shorts is windsurfing on a clear day .
data/images/3088572348_264c47f78c.jpg,A man is riding a red windsurfer .
data/images/3088572348_264c47f78c.jpg,A man wakeboards in the water .
data/images/3088572348_264c47f78c.jpg,a windsurfer is making a big splash in the ocean whilst riding a red windsurf .
data/images/3088572348_264c47f78c.jpg,A windsurfer kicks up spray .
data/images/3088677667_4a8befb70e.jpg,"A crowd of people , some of which are wearing surgical masks ."
data/images/3088677667_4a8befb70e.jpg,A group of people are looking angry and several have on face masks .
data/images/3088677667_4a8befb70e.jpg,A group of people gather and some are wearing white masks over their mouths .
data/images/3088677667_4a8befb70e.jpg,"Five people staring in the same direction , two of whom are wearing face masks ."
data/images/3088677667_4a8befb70e.jpg,"People wearing black , some with face masks , are singing ."
data/images/3088922727_4bdf2ccc94.jpg,A couple in old clothing at an outdoor table .
data/images/3088922727_4bdf2ccc94.jpg,A couple in old fashioned clothes sitting at a table outside
data/images/3088922727_4bdf2ccc94.jpg,A man and a woman sit by a small table in colonial clothing .
data/images/3088922727_4bdf2ccc94.jpg,A man and woman dressed in old fashion clothing sit outside at a table .
data/images/3088922727_4bdf2ccc94.jpg,A man in a suit and top hat and a woman in a blue Victorian dress sitting outside at a table .
data/images/3089107423_81a24eaf18.jpg,A camera man is behind his video camera and surrounded by a hudge crowd .
data/images/3089107423_81a24eaf18.jpg,A man is operating a television camera high up in a crowded stadium .
data/images/3089107423_81a24eaf18.jpg,A man is videotaping something .
data/images/3089107423_81a24eaf18.jpg,Camera man in populated building taping an event .
data/images/3089107423_81a24eaf18.jpg,The man in the black shirt is pointing his camera at the arena .
data/images/308956341_642589e9cc.jpg,A black dog is shaking off water .
data/images/308956341_642589e9cc.jpg,A black dog shaking off water
data/images/308956341_642589e9cc.jpg,A dog is shaking the water from its fur creating a spray and mist .
data/images/308956341_642589e9cc.jpg,A wet black dog shakes itself off .
data/images/308956341_642589e9cc.jpg,A wet dog is shaking off water .
data/images/3089742441_d42531c14f.jpg,A man and a woman in extravagent winter costumes .
data/images/3089742441_d42531c14f.jpg,Man and woman wear fur coats while walking down brick road .
data/images/3089742441_d42531c14f.jpg,Thw people are dressed up in large festive outfits on the street .
data/images/3089742441_d42531c14f.jpg,Two people wearing elaborate attire in a street .
data/images/3089742441_d42531c14f.jpg,"Two people wearing period , winter clothing ."
data/images/3089842255_359ccf5c40.jpg,A girl jumping over a red punch bag .
data/images/3089842255_359ccf5c40.jpg,A girl jumps against a punching bag in a field .
data/images/3089842255_359ccf5c40.jpg,A little girl pounces a punching bag on a football field .
data/images/3089842255_359ccf5c40.jpg,Barefoot girl in a pink shirt tackles the football equipment on the field .
data/images/3089842255_359ccf5c40.jpg,The long haired child in the pink sweater is jumping up at a punch bag .
data/images/3090386315_87ed417814.jpg,a dog runs across the leaf covered ground .
data/images/3090386315_87ed417814.jpg,A dog with a collar and tag runs with its tongue out on a path .
data/images/3090386315_87ed417814.jpg,A tan dog runs in the fall leaves .
data/images/3090386315_87ed417814.jpg,A yellow lab trotting through grass and fallen leaves .
data/images/3090386315_87ed417814.jpg,The tan dog runs through the leaves .
data/images/3090398639_68c0dfa9a5.jpg,a mountain biker is riding on a marked out competition trail in the woods .
data/images/3090398639_68c0dfa9a5.jpg,A person wearing red rides a bicycle over a dirt path .
data/images/3090398639_68c0dfa9a5.jpg,A woman rides a bike on a dirt path .
data/images/3090398639_68c0dfa9a5.jpg,Bicyclist riding on a dirt race course .
data/images/3090398639_68c0dfa9a5.jpg,Mountain bike riders on a dirt trail .
data/images/309049466_1d7e7d5fc2.jpg,A dog with a Frisbee in its mouth is running through snow .
data/images/309049466_1d7e7d5fc2.jpg,A dog with a Frisbee in the snow .
data/images/309049466_1d7e7d5fc2.jpg,An orange dog fetching a Frisbee in the snow .
data/images/309049466_1d7e7d5fc2.jpg,Brown and black dog with yellow object in mouth in the snow .
data/images/309049466_1d7e7d5fc2.jpg,The dog retrieves the Frisbee is the snow .
data/images/3090593241_93a975fe2b.jpg,A crowd of people .
data/images/3090593241_93a975fe2b.jpg,A crowd of people are lining up outside a stadium .
data/images/3090593241_93a975fe2b.jpg,A large crowd of people are waiting in a line in the dark .
data/images/3090593241_93a975fe2b.jpg,A large crowd of people wait in line to get into a football game .
data/images/3090593241_93a975fe2b.jpg,"Large group of people lining up for an event , outdoors at night ."
data/images/3090600019_8808fe7a9d.jpg,A man and a woman dressed as a prisoner and sexy police officer .
data/images/3090600019_8808fe7a9d.jpg,A man dresses as a prisoner and a woman dressed as a cop on a sidewalk .
data/images/3090600019_8808fe7a9d.jpg,An attractive police lady and a jailbird pose for a photo .
data/images/3090600019_8808fe7a9d.jpg,Man stands next to woman dressed up as a fake police officer .
data/images/3090600019_8808fe7a9d.jpg,"There is a woman in a sexy cop 's uniform and a guy dressed as a prisoner , standing outdoors ."
data/images/3090957866_f1b2b7f214.jpg,A lady in blue jeans and a brown jacket is walking down a city street .
data/images/3090957866_f1b2b7f214.jpg,A lady in winter wear carrying a purse walks down the sidewalk .
data/images/3090957866_f1b2b7f214.jpg,A woman in a coat is walking down a sidewalk near Chrismas lights .
data/images/3090957866_f1b2b7f214.jpg,a woman photographed from behind as she 's walking down a sidewalk
data/images/3090957866_f1b2b7f214.jpg,Person walking down the street in the city .
data/images/3091177347_58c85c1c3b.jpg,a man photographs a woman .
data/images/3091177347_58c85c1c3b.jpg,A photographer is takeing a picture of a bird mobile .
data/images/3091177347_58c85c1c3b.jpg,A woman holds something for a professional photograph while the photographer takes the shot .
data/images/3091177347_58c85c1c3b.jpg,One person is assisting another inside a photo session involving wind chimes .
data/images/3091177347_58c85c1c3b.jpg,Two people are setting up a photo shoot of a mobile in a white room .
data/images/3091338773_9cf10467b4.jpg,A brown dog is biting a green object .
data/images/3091338773_9cf10467b4.jpg,A brown dog is jumping up to catch a green strap in its mouth .
data/images/3091338773_9cf10467b4.jpg,A dog has its mouth wide open trying to bite something .
data/images/3091338773_9cf10467b4.jpg,A grey dog jumps to bite a green leash .
data/images/3091338773_9cf10467b4.jpg,A short-haired brown dog is snapping at a long green strip .
data/images/3091382602_60b9b53ed1.jpg,A man in a white shirt and a man in a black shirt in a hallway .
data/images/3091382602_60b9b53ed1.jpg,A man in black and one in white posing indoors .
data/images/3091382602_60b9b53ed1.jpg,Two guys act silly and pose for a photo .
data/images/3091382602_60b9b53ed1.jpg,Two men are making hand gestures and posing for a picture .
data/images/3091382602_60b9b53ed1.jpg,Two smiling young men look at the camera .
data/images/3091580843_178042c50b.jpg,A man in a black jacket walks thorugh an Asian market .
data/images/3091580843_178042c50b.jpg,A man walking down a street with Asian shops .
data/images/3091580843_178042c50b.jpg,A man walking on the sidewalk past storefronts .
data/images/3091580843_178042c50b.jpg,A man walks in a street
data/images/3091580843_178042c50b.jpg,A man walks on the sidewalk by a sign .
data/images/3091594712_2166604334.jpg,A child ballerina puts on make-up backstage in a mirror .
data/images/3091594712_2166604334.jpg,A little girl wearing a blue dress stands in front of the mirror to do her makeup .
data/images/3091594712_2166604334.jpg,A young girl in a blue dress applies makeup in a mirror .
data/images/3091594712_2166604334.jpg,The little girl with the tiara is putting on eyeshadow in front of a mirror .
data/images/3091594712_2166604334.jpg,Young girl in blue dress and tiara applying makeup in the mirror .
data/images/3091912922_0d6ebc8f6a.jpg,"A dog runs holding a yellow dog toy in fall , bench in the background ."
data/images/3091912922_0d6ebc8f6a.jpg,A dog runs with a yellow toy in its mouth .
data/images/3091912922_0d6ebc8f6a.jpg,a tan dog running through the grass with a toy in his mouth .
data/images/3091912922_0d6ebc8f6a.jpg,The brown dog is running through the grass with a yellow toy in its mouth .
data/images/3091912922_0d6ebc8f6a.jpg,The tan colored dog has a yellow toy in its mouth .
data/images/3091916691_b1c96669c6.jpg,A man in a bright pink shirt shakes the hand of a bearded man in a saffron shirt .
data/images/3091916691_b1c96669c6.jpg,A man in a pink shirt stands next to a man in orange .
data/images/3091916691_b1c96669c6.jpg,Three men stand around in bright solid colored shirts and colorful hats .
data/images/3091916691_b1c96669c6.jpg,Three smiling men in brightly-colored shirts .
data/images/3091916691_b1c96669c6.jpg,"Two men shaking hands and smiling at the camera , while a third man stands behind them ."
data/images/3091921457_83eee69591.jpg,African kids stare throughwindow
data/images/3091921457_83eee69591.jpg,Children are staring out the window of a blue building with red shutters .
data/images/3091921457_83eee69591.jpg,Four children in colorful Indian clothes are looking through red shutters on a blue building .
data/images/3091921457_83eee69591.jpg,Four children looking out a window .
data/images/3091921457_83eee69591.jpg,Several children are standing in a house looking out the window .
data/images/3091962081_194f2f3bd4.jpg,A man wearing glasses and black clothing is sitting while a man in a vest drinks in the background .
data/images/3091962081_194f2f3bd4.jpg,A man with glasses wearing all black sits on grass surrounded by other people .
data/images/3091962081_194f2f3bd4.jpg,A salt-and-pepper-haired man with beard and glasses wearing black sits on the grass .
data/images/3091962081_194f2f3bd4.jpg,Closeup of a man at an event with formal attire .
data/images/3091962081_194f2f3bd4.jpg,The man is dressed in black and smiling while another man is drinking and an elderly woman is standing near a fence .
data/images/3092200805_dd1f83ddbe.jpg,Two guys are rowing a canoe on a lake .
data/images/3092200805_dd1f83ddbe.jpg,Two men in two canoes are sitting in a lake .
data/images/3092200805_dd1f83ddbe.jpg,Two men on canoes on a lake .
data/images/3092200805_dd1f83ddbe.jpg,Two men rowing in canoes .
data/images/3092200805_dd1f83ddbe.jpg,two people in canoes ride through the water .
data/images/3092370204_029b6bc10a.jpg,A group of people in dark colored clothing are line dancing on a wooden floor .
data/images/3092370204_029b6bc10a.jpg,a group of teenagers are dancing on a wooden floor .
data/images/3092370204_029b6bc10a.jpg,A large group of people line dancing in a dim room .
data/images/3092370204_029b6bc10a.jpg,Several women dancing .
data/images/3092370204_029b6bc10a.jpg,Two women among a group of people in a bow-like stance .
data/images/309238565_2d5d8dc8bf.jpg,A man and two youngsters are standing in front of a Japanese vending machine .
data/images/309238565_2d5d8dc8bf.jpg,Family purchasing standing at a vending machine .
data/images/309238565_2d5d8dc8bf.jpg,Three people stand and face video machines .
data/images/309238565_2d5d8dc8bf.jpg,"Three people stand near a couple of machines , one labeled Sharp ."
data/images/309238565_2d5d8dc8bf.jpg,Two kids and a man play games at an arcade .
data/images/3092756650_557c5f2d03.jpg,A group of Indian men are just standing around with their arms crossed .
data/images/3092756650_557c5f2d03.jpg,A group of men stand outside .
data/images/3092756650_557c5f2d03.jpg,Four men from another country look at the camera .
data/images/3092756650_557c5f2d03.jpg,Men wearing hats stand with arms folded .
data/images/3092756650_557c5f2d03.jpg,Several men wearing ethnic hats are watching the photographer in an outdoor market .
data/images/3093970461_825b0cac2f.jpg,A woman and child hug near a road .
data/images/3093970461_825b0cac2f.jpg,Two females are in an embrace on the street aside a beach .
data/images/3093970461_825b0cac2f.jpg,Two teenage girls are standing on beside the beach listening to ipods .
data/images/3093970461_825b0cac2f.jpg,Two young women are embracing at the side of a road and looking at an mp3 player .
data/images/3093970461_825b0cac2f.jpg,Two young women are hugging each other and leaning on a stone wall at the beach .
data/images/3093971101_543237971d.jpg,A surfer in a black surfing suit in motion .
data/images/3093971101_543237971d.jpg,Guy in black and blue wetsuit surfing
data/images/3093971101_543237971d.jpg,It looks like the surfer is riding a big wave .
data/images/3093971101_543237971d.jpg,One man in a wetsuit surfing a wave .
data/images/3093971101_543237971d.jpg,Surfer in wetsuit riding before a wave
data/images/3094064787_aed1666fc9.jpg,The sheepdogs are running in the pasture .
data/images/3094064787_aed1666fc9.jpg,Two dogs are running on some grass .
data/images/3094064787_aed1666fc9.jpg,Two dogs are running together outside .
data/images/3094064787_aed1666fc9.jpg,Two dogs with multiple colors are running through the grass .
data/images/3094064787_aed1666fc9.jpg,Two speckled dogs running on a grassy field .
data/images/3094278545_febac56382.jpg,A bride folds her arms at a beach .
data/images/3094278545_febac56382.jpg,A girl wears a fancy dress and a tiara .
data/images/3094278545_febac56382.jpg,"A pretty girl wearing a white dress , a dimond necklace , and a crown , posing in front of the beach ."
data/images/3094278545_febac56382.jpg,"A woman in white , wearing a tiara , the beach in the background ."
data/images/3094278545_febac56382.jpg,a woman wear a fancy dress and tiara on a beach
data/images/309430053_cc58bcc36a.jpg,A boat floating on blue water .
data/images/309430053_cc58bcc36a.jpg,"A boat floats near someone swimming in clear , blue water ."
data/images/309430053_cc58bcc36a.jpg,A person is swimming in crystal clear ocean water while his or her boat is anchored in the background .
data/images/309430053_cc58bcc36a.jpg,A person swims in a shallow turquoise sea toward an empty tethered rowboat .
data/images/309430053_cc58bcc36a.jpg,Someone is swimming in the ocean near an unmanned rowboat .
data/images/3094317837_b31cbf969e.jpg,A man rides a wave on a surfboard .
data/images/3094317837_b31cbf969e.jpg,A man wearing a black wetsuit is surfing in the water .
data/images/3094317837_b31cbf969e.jpg,A person on a surfboard riding a wave
data/images/3094317837_b31cbf969e.jpg,A person wearing a black wetsuit jumps high above a wave with a surfboard .
data/images/3094317837_b31cbf969e.jpg,A surfer on a red surfboard jumps over a high wave in the ocean .
data/images/3094568845_d0b56c5651.jpg,A race car is spinning out in front of spectators .
data/images/3094568845_d0b56c5651.jpg,a racer skids out .
data/images/3094568845_d0b56c5651.jpg,A super car is spinning tires on a raceway track creating smoke near a crowd .
data/images/3094568845_d0b56c5651.jpg,Green and black car goes into wall at race .
data/images/3094568845_d0b56c5651.jpg,Smoke comes from car in professional race
data/images/3095137758_bdd1e613dd.jpg,A man dressed as Santa rides in a parade .
data/images/3095137758_bdd1e613dd.jpg,A man dressed like Santa is riding in a carriage during a parade .
data/images/3095137758_bdd1e613dd.jpg,Santa Clause with his white beard and red suit is riding in the carriage .
data/images/3095137758_bdd1e613dd.jpg,Santa Claus leads some type of parade on an odd looking vehicle .
data/images/3095137758_bdd1e613dd.jpg,Santa is pulled in a carriage in a parade .
data/images/3095225232_2e6e6dc92e.jpg,People are standing on an escalator moving up .
data/images/3095225232_2e6e6dc92e.jpg,people go up the escalator .
data/images/3095225232_2e6e6dc92e.jpg,People ride up an escalator .
data/images/3095225232_2e6e6dc92e.jpg,People travel up the elevator together .
data/images/3095225232_2e6e6dc92e.jpg,Several people ride up an escalator .
data/images/3096163135_584901a5ae.jpg,A boy wears a foam hat to show support for his team at a game .
data/images/3096163135_584901a5ae.jpg,A child is wearing a red hat shaped like a hand .
data/images/3096163135_584901a5ae.jpg,"A child wears three "" rock out hands "" held together by sunglasses on his head ."
data/images/3096163135_584901a5ae.jpg,A man in a statefarm.com hat and sunglasses .
data/images/3096163135_584901a5ae.jpg,A person wearing a red hat shaped like hands sits in a crowd .
data/images/309687244_4bdf3b591f.jpg,A man dressed in grey climbing a large brown rock .
data/images/309687244_4bdf3b591f.jpg,A man in a gray shirt climbs a large rock wall .
data/images/309687244_4bdf3b591f.jpg,A man in shorts climbs a rock face .
data/images/309687244_4bdf3b591f.jpg,Man climbing a rock wall .
data/images/309687244_4bdf3b591f.jpg,The back of a man climbing a rock .
data/images/3096918227_f9d26a7db2.jpg,"A skateboarder is performing a grab trick while hovering above a ramp , which is located within a city ."
data/images/3096918227_f9d26a7db2.jpg,A skateboarder makes a high jump .
data/images/3096918227_f9d26a7db2.jpg,A skateboarder soars above a ramp .
data/images/3096918227_f9d26a7db2.jpg,Man in midair on skateboard
data/images/3096918227_f9d26a7db2.jpg,Skateboarder in midair at a park .
data/images/3097171315_0ba7d283b1.jpg,a group of people are congregated in a room by a big round mirror .
data/images/3097171315_0ba7d283b1.jpg,A group of people enter a fancy golden living room .
data/images/3097171315_0ba7d283b1.jpg,"A group of people mills about in a room with crystal chandelier , a brown leather couch and a large round mirror ."
data/images/3097171315_0ba7d283b1.jpg,A group of people stand in a fancily decorated room .
data/images/3097171315_0ba7d283b1.jpg,"The people are gathered in a room with a sofa , round mirror , and chandelier ."
data/images/3097196395_ec06075389.jpg,Two dogs are racing on a ractrack .
data/images/3097196395_ec06075389.jpg,two dogs race across the track .
data/images/3097196395_ec06075389.jpg,Two greyhounds race
data/images/3097196395_ec06075389.jpg,Two greyhounds with muzzles race along the inside curb of a railed dirt track .
data/images/3097196395_ec06075389.jpg,Two racing dogs run around a track .
data/images/309771854_952aabe3cc.jpg,The two church officials wear black robes and purple hats .
data/images/309771854_952aabe3cc.jpg,Two black-robed young men stand on the steps in front of a building .
data/images/309771854_952aabe3cc.jpg,Two Orthodox priests stand on the steps outside a church .
data/images/309771854_952aabe3cc.jpg,Two priests stand on some stairs in front of a building .
data/images/309771854_952aabe3cc.jpg,Two religious men glancing off to their right while standing in front of a church .
data/images/3097776588_312932e438.jpg,A bald man has hand on the shoulder of another man .
data/images/3097776588_312932e438.jpg,a man puts his arm around another man as they pose for a picture
data/images/3097776588_312932e438.jpg,Two men touch their heads together and smile .
data/images/3097776588_312932e438.jpg,Two men wearing black
data/images/3097776588_312932e438.jpg,Two smiling men with their heads touching
data/images/3098336319_a7e5b061d0.jpg,A person doing a trick on a snowboard .
data/images/3098336319_a7e5b061d0.jpg,A snowboarder is grinding down a long concrete rail .
data/images/3098336319_a7e5b061d0.jpg,A snowboarder is sliding down a cement wall at night .
data/images/3098336319_a7e5b061d0.jpg,A snowboarder rides a rail on the cement handrail of steps with snow all around .
data/images/3098336319_a7e5b061d0.jpg,In the snow a person on a board traverses down a concrete wall beside bleachers .
data/images/3098707588_5096d20397.jpg,two guys dressed in tuxes with red ties
data/images/3098707588_5096d20397.jpg,"Two men dressed for a wedding laugh at the camera , with beverages in hand ."
data/images/3098707588_5096d20397.jpg,Two men dressed up share a toast .
data/images/3098707588_5096d20397.jpg,Two men in matching suits are smiling and drinking .
data/images/3098707588_5096d20397.jpg,Two men in suits laugh and hold drinks .
data/images/3098714492_19939e3b19.jpg,A bride and groom pose with their wedding party .
data/images/3098714492_19939e3b19.jpg,A bride and two bridesmaids stand beside a groom and four groomsmen .
data/images/3098714492_19939e3b19.jpg,An entire wedding party is posing for pictures .
data/images/3098714492_19939e3b19.jpg,A wedding party poses for a picture .
data/images/3098714492_19939e3b19.jpg,Men in suits are lined up next to a bride and her red-dressed bridesmaids .
data/images/3098824948_23c31df031.jpg,A bride and groom leaving after the wedding .
data/images/3098824948_23c31df031.jpg,A bride and groom walk together in a dark room .
data/images/3098824948_23c31df031.jpg,A man and bride walk down the aisle
data/images/3098824948_23c31df031.jpg,A man wearing a tuxedo and a woman in a white dress .
data/images/3098824948_23c31df031.jpg,The man is walking the bride down the aisle .
data/images/3099091086_f75f0ce09d.jpg,A group of people at a protest to stop the building of the Kingsworth coal power plant .
data/images/3099091086_f75f0ce09d.jpg,A march to protest the construction of a coal power plant .
data/images/3099091086_f75f0ce09d.jpg,Many people in a street protesting the use of coal in power plants .
data/images/3099091086_f75f0ce09d.jpg,People are protesting against coal .
data/images/3099091086_f75f0ce09d.jpg,"Protesters with "" NO NEW COAL "" signs in urban area ."
data/images/3099264059_21653e2536.jpg,A skateboarder is jumping almost as high as a building .
data/images/3099264059_21653e2536.jpg,A snowboarder jumping off a tall brick building .
data/images/3099264059_21653e2536.jpg,a snowboarder jumps over a pile of snow .
data/images/3099264059_21653e2536.jpg,Snowboarder jumps off rail over snowpile .
data/images/3099264059_21653e2536.jpg,The snowboarder is doing a stunt high in the air at night .
data/images/3099504809_565e17e49d.jpg,A closeup of a shirtless man rock climbing .
data/images/3099504809_565e17e49d.jpg,A man is climbing up a large rocky mountain .
data/images/3099504809_565e17e49d.jpg,A rock climber grasps a ledge with his chalk covered hand .
data/images/3099504809_565e17e49d.jpg,a young man climbing on a rock with no shirt on
data/images/3099504809_565e17e49d.jpg,There is an oriental man climbing up a mountain .
data/images/3099694681_19a72c8bdc.jpg,A few people are playing instruments around a table .
data/images/3099694681_19a72c8bdc.jpg,A group of people are playing instruments while sitting at a table .
